found_minima,found_saddles,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05015642,  0.46672283]), array([-0.55822287,  1.44172684])]","[array([1.0107558 , 0.41859183]), array([1.21615585, 0.37716042]), array([1.0107558 , 0.41859183]), array([1.21615585, 0.37716042])]",22,"[13, 56, 367]","[13, 56, 367]",12,3,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05010798,  0.46671327]), array([-0.55822328,  1.44172632])]","[array([1.12421716, 0.25559379]), array([ 1.00544661, -0.36783037]), array([1.12421716, 0.25559379]), array([ 1.00544661, -0.36783037])]",10,"[13, 39, 148]","[13, 39, 148]",13,4,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003347,  0.46669997]), array([-0.55822363,  1.44172585])]","[array([0.10898432, 0.16798827]), array([-0.83913524,  0.61614643]), array([0.10898432, 0.16798827]), array([-0.83913524,  0.61614643])]",64,"[101, 1695, 7538]","[101, 1695, 7538]",421,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822344,  1.44172611])]","[array([0.29353161, 0.46806191]), array([ 0.97205919, -0.48497212]), array([0.29353161, 0.46806191]), array([ 0.97205919, -0.48497212])]",18,"[13, 24, 325]","[13, 24, 325]",14,5,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822357,  1.44172593])]","[array([ 1.12919142, -0.18823888]), array([ 0.81313461, -0.48825231]), array([ 1.12919142, -0.18823888]), array([ 0.81313461, -0.48825231])]",7,"[13, 25, 99]","[13, 25, 99]",15,6,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003519,  0.46669891]), array([-0.55822359,  1.44172592])]","[array([0.16460483, 0.33121389]), array([ 0.94643404, -0.50332024]), array([0.16460483, 0.33121389]), array([ 0.94643404, -0.50332024])]",25,"[101, 219, 3260]","[101, 219, 3260]",86,7,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001699,  0.46669566]), array([-0.55822364,  1.44172584])]","[array([ 0.56885092, -0.50161614]), array([1.28769333, 0.39351023]), array([ 0.56885092, -0.50161614]), array([1.28769333, 0.39351023])]",39,"[101, 797, 4737]","[101, 797, 4737]",408,9,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001079,  0.4666941 ]), array([-0.55822366,  1.44172582])]","[array([0.16460483, 0.33121389]), array([ 1.22179681, -0.38519099]), array([0.16460483, 0.33121389]), array([ 1.22179681, -0.38519099])]",43,"[101, 221, 5402]","[101, 221, 5402]",486,7,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05092763,  0.46690071]), array([-0.55822362,  1.44172587])]","[array([1.12024057, 0.37121571]), array([-0.3700341 ,  1.01394885]), array([1.12024057, 0.37121571]), array([-0.3700341 ,  1.01394885])]",15,"[101, 1340, 2047]","[101, 1340, 2047]",87,8,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822362,  1.44172586])]","[array([ 1.20638796, -0.26725602]), array([-0.3260877,  0.8617982]), array([ 1.20638796, -0.26725602]), array([-0.3260877,  0.8617982])]",15,"[101, 1127, 1675]","[101, 1127, 1675]",487,8,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05003349,  0.46669998]), array([-0.55822365,  1.44172582])]","[array([0.11129048, 0.17053697]), array([-0.83081976,  0.56974661]), array([0.11129048, 0.17053697]), array([-0.83081976,  0.56974661])]",51,"[101, 1685, 6235]","[101, 1685, 6235]",441,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.005,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500108,  0.4666941]), array([-0.55822364,  1.44172584])]","[array([ 0.89446485, -0.45058289]), array([ 1.33737975, -0.20516817]), array([ 0.89446485, -0.45058289]), array([ 1.33737975, -0.20516817])]",22,"[101, 600, 2684]","[101, 600, 2684]",409,10,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.42965194, 0.54274463]), array([-0.57246951,  0.06610424]), array([0.42965194, 0.54274463]), array([-0.57246951,  0.06610424])]",5,"[13, 30, 69]","[13, 30, 69]",410,1,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.5499111 , -0.51701706]), array([ 0.43410465, -0.47248585]), array([ 0.5499111 , -0.51701706]), array([ 0.43410465, -0.47248585])]",8,"[13, 25, 121]","[13, 25, 121]",411,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001085,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.75389833, 0.56235613]), array([ 0.71224364, -0.40713392]), array([0.75389833, 0.56235613]), array([ 0.71224364, -0.40713392])]",16,"[13, 62, 270]","[13, 62, 270]",412,3,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([1.16850553, 0.2529579 ]), array([ 1.13648882, -0.38331898]), array([1.16850553, 0.2529579 ]), array([ 1.13648882, -0.38331898])]",17,"[13, 60, 290]","[13, 60, 290]",413,4,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001081,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.29353161, 0.46806191]), array([-0.26902956,  1.02883063]), array([0.29353161, 0.46806191]), array([-0.26902956,  1.02883063])]",4,"[13, 24, 55]","[13, 24, 55]",414,5,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 1.12919142, -0.18823888]), array([ 0.66603058, -0.47656457]), array([ 1.12919142, -0.18823888]), array([ 0.66603058, -0.47656457])]",7,"[13, 24, 89]","[13, 24, 89]",415,6,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001087,  0.46669411]), array([-0.55822362,  1.44172586])]","[array([ 0.61715114, -0.5219256 ]), array([ 1.20216121, -0.38579395]), array([ 0.61715114, -0.5219256 ]), array([ 1.20216121, -0.38579395])]",39,"[101, 778, 4652]","[101, 778, 4652]",488,9,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05034242,  0.46676306]), array([-0.55822347,  1.44172607])]","[array([ 0.61715116, -0.5219256 ]), array([ 1.19699185, -0.33490963]), array([ 0.61715116, -0.5219256 ]), array([ 1.19699185, -0.33490963])]",39,"[101, 805, 5187]","[101, 805, 5187]",88,9,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05153297,  0.46704209]), array([-0.55822364,  1.44172583])]","[array([0.08170048, 0.18949266]), array([-0.81952195,  0.6042061 ]), array([0.08170048, 0.18949266]), array([-0.81952195,  0.6042061 ])]",62,"[101, 2287, 7455]","[101, 2287, 7455]",422,3,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,FIRE
