found_minima,found_saddles,minima_l2_error_mean,minima_l2_error_stdv,minima_l2_error_max,saddle_l2_error_mean,saddle_l2_error_stdv,saddle_l2_error_max,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([-0.32818472,  0.41093602]), array([-0.32818472,  0.41093602])]",2.596420299752799e-10,1.4136194168592233e-11,2.7377822414387216e-10,0.537944908487763,0.0,0.537944908487763,2000,"[13, 2348]","[13, 2348]",58,61,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822357,  1.44172594])]","[array([-0.37315841,  0.3666307 ]), array([-0.37315841,  0.3666307 ])]",6.05679583751187e-08,6.032245253931202e-08,1.2089041091443072e-07,0.5175521651255376,0.0,0.5175521651255376,2000,"[13, 6189]","[13, 6189]",88,61,0.3333333333333333,0.03361111111111112,0.02,0.76,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.5582226 ,  1.44172716])]","[array([-0.83736851,  0.60173432]), array([-0.83736851,  0.60173432])]",8.363000365909706e-07,8.35295800858783e-07,1.6715958374497536e-06,0.027311741940298853,0.0,0.027311741940298853,2000,"[104, 41553]","[104, 41553]",73,61,0.3333333333333333,0.03361111111111112,0.02,0.76,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411])]","[array([0.21132226, 0.29615225]), array([0.21132226, 0.29615225])]",3.2408079282000515e-09,2.236572196012311e-09,5.477380124212363e-09,0.0033713615714546755,0.0,0.0033713615714546755,2000,"[104, 57011]","[104, 57011]",350,111,0.125,0.004726562500000001,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.23520006, 0.34079972]), array([-0.82410887,  0.61804983]), array([0.23520006, 0.34079972]), array([-0.82410887,  0.61804983])]",2.0600344367603e-09,9.14093297243344e-10,3.233934296527024e-09,0.02977016424122314,0.023162166209733187,0.05293233045095633,1245,"[104, 24393, 177618]","[104, 24393, 177618]",426,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.25239848, 0.28951623]), array([0.19360308, 0.29199258]), array([0.25239848, 0.28951623]), array([0.19360308, 0.29199258])]",4.1983364252322275e-09,5.228471242361523e-09,1.1586471875937774e-08,0.02948619175870776,0.010576451555447567,0.04006264331415533,505,"[13, 12841, 14644]","[13, 12841, 14644]",351,42,0.125,0.004726562500000001,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822247,  1.44172732])]","[array([-0.83872601,  0.59830789]), array([-0.83872601,  0.59830789])]",9.427821852439711e-07,9.417779495117834e-07,1.8845601347557545e-06,0.03091864639178354,0.0,0.03091864639178354,2000,"[104, 44139]","[104, 44139]",79,61,0.3333333333333333,0.03361111111111112,0.02,0.76,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.66212713, -0.16475227]), array([ 0.73806369, -0.21104884]), array([ 0.66212713, -0.16475227]), array([ 0.73806369, -0.21104884])]",1.635646844595492e-09,7.405245287104984e-10,2.674923317696159e-09,0.6849237300224444,0.04328280896657888,0.7282065389890233,995,"[104, 24735, 131538]","[104, 24735, 131538]",409,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.10771814, 0.46166749]), array([0.13055971, 0.42736864]), array([0.10771814, 0.46166749]), array([0.13055971, 0.42736864])]",1.5148621334044275e-09,1.8265674369996238e-09,4.097891853448277e-09,0.17797636322436128,0.020591228964615294,0.19856759218897657,409,"[13, 15783, 16918]","[13, 15783, 16918]",352,61,0.125,0.004726562500000001,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.04710042, 0.46756235]), array([0.19645005, 0.2581592 ]), array([0.04710042, 0.46756235]), array([0.19645005, 0.2581592 ])]",2.768739803620165e-10,8.273680856178532e-11,3.9018027791062666e-10,0.1394098080001693,0.10106611889774708,0.2404759268979164,578,"[13, 10675, 17438]","[13, 10675, 17438]",353,111,0.125,0.004726562500000001,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822242,  1.44172737])]","[array([-0.85678525,  0.61158024]), array([-0.85678525,  0.61158024])]",9.780441351218911e-07,9.770398993897035e-07,1.9550840345115944e-06,0.03704083471593577,0.0,0.03704083471593577,2000,"[104, 24302]","[104, 24302]",54,42,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([0.20656424, 0.09064905]), array([0.20656424, 0.09064905])]",3.594236866022068e-10,1.1391785079551908e-10,4.733415373977259e-10,0.20242592864383013,0.0,0.20242592864383013,2000,"[13, 3714]","[13, 3714]",59,111,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822257,  1.4417272 ])]","[array([-0.8377642 ,  0.57345122]), array([-0.8377642 ,  0.57345122])]",8.627834620972273e-07,8.617792263650395e-07,1.724562688462267e-06,0.05324811498624208,0.0,0.05324811498624208,2000,"[104, 8709]","[104, 8709]",43,61,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([0.06154317, 0.46976706]), array([0.06154317, 0.46976706])]",2.119310874375341e-10,3.35747483691536e-11,2.455058358066877e-10,0.232453507317527,0.0,0.232453507317527,2000,"[13, 3352]","[13, 3352]",89,111,0.3333333333333333,0.03361111111111112,0.02,0.76,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.32091058, 0.20257603]), array([-1.08868221,  0.84755585]), array([0.32091058, 0.20257603]), array([-1.08868221,  0.84755585])]",2.618950520715075e-10,6.635544346758711e-11,3.5010911102269613e-10,0.24448075235766747,0.1033065792742162,0.3477873316318837,438,"[13, 11197, 20438]","[13, 11197, 20438]",455,111,0.1,0.0030250000000000008,0.02,0.76,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822257,  1.44172719])]","[array([-0.82787808,  0.59232721]), array([-0.82787808,  0.59232721])]",8.595416830907845e-07,8.585374473585967e-07,1.7180791304493813e-06,0.03252094486853897,0.0,0.03252094486853897,2000,"[104, 35909]","[104, 35909]",84,42,0.3333333333333333,0.03361111111111112,0.02,0.76,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.91152692, -0.04619107]), array([-0.82174231,  0.63737041]), array([ 0.91152692, -0.04619107]), array([-0.82174231,  0.63737041])]",2.3774716724126607e-09,1.0980517306698374e-09,3.6919779241457223e-09,0.3950207790127075,0.3819605977974973,0.7769813768102047,1050,"[104, 26752, 141662]","[104, 26752, 141662]",416,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.08985305,  0.4651786 ]), array([0.23424844, 0.33698253]), array([-0.08985305,  0.4651786 ]), array([0.23424844, 0.33698253])]",1.7782457386180221e-10,1.204551279532817e-10,2.7936707278936967e-10,0.19850861654864574,0.14942635299603438,0.3479349695446801,215,"[13, 5634, 9200]","[13, 5634, 9200]",417,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.21390587, 0.29157778]), array([-0.8304989 ,  0.62143998]), array([0.21390587, 0.29157778]), array([-0.8304989 ,  0.62143998])]",1.2251980852668935e-09,4.140664926915579e-10,1.8053156311882767e-09,0.005485415712622956,0.003484417292286684,0.00896983300490964,1171,"[104, 23882, 157913]","[104, 23882, 157913]",414,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.22157261, 0.08820244]), array([-0.08356092,  0.45656018]), array([0.22157261, 0.08820244]), array([-0.08356092,  0.45656018])]",1.7665897456792593e-10,9.804635127268591e-11,2.4646947685913027e-10,0.2716089319320494,0.0666215792827181,0.3382305112147675,671,"[13, 6328, 29046]","[13, 6328, 29046]",418,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.04031725,  0.448544  ]), array([0.12527835, 0.48242958]), array([-0.04031725,  0.448544  ]), array([0.12527835, 0.48242958])]",2.952198646767734e-10,9.80431310180915e-11,4.32170901297989e-10,0.2526895995455598,0.04413921483213816,0.296828814377698,139,"[13, 4678, 4932]","[13, 4678, 4932]",419,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.23025938, 0.32514315]), array([-0.82761375,  0.61199091]), array([0.23025938, 0.32514315]), array([-0.82761375,  0.61199091])]",1.9259162940855424e-09,7.390833541872361e-10,2.813658218296445e-09,0.025139739716810716,0.011599952436420672,0.03673969215323139,1152,"[104, 24528, 161417]","[104, 24528, 161417]",421,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001084,  0.46669411])]","[array([0.20868385, 0.30372498]), array([0.20868385, 0.30372498])]",7.404253746962706e-09,6.4000180147749655e-09,1.380427176173767e-08,0.011390197886931009,0.0,0.011390197886931009,2000,"[104, 53317]","[104, 53317]",355,61,0.125,0.004726562500000001,0.01,0.38,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822219,  1.44172768])]","[array([-0.88622379,  0.55102011]), array([-0.88622379,  0.55102011])]",1.1702056929091795e-06,1.1692014571769918e-06,2.339407150086171e-06,0.09744903209236137,0.0,0.09744903209236137,2000,"[104, 6137]","[104, 6137]",19,61,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822223,  1.44172761])]","[array([-0.84565315,  0.59479027]), array([-0.84565315,  0.59479027])]",1.1301173857431173e-06,1.1291131500109294e-06,2.2592305357540468e-06,0.03782827145569427,0.0,0.03782827145569427,2000,"[104, 3927]","[104, 3927]",2,111,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.20442236, 0.28868952]), array([-0.81333897,  0.63780983]), array([0.20442236, 0.28868952]), array([-0.81333897,  0.63780983])]",2.066743099905324e-09,1.3944741147779254e-09,4.036796858596581e-09,0.012588120713265656,0.0034496587576445317,0.016037779470910188,1093,"[104, 24680, 155131]","[104, 24680, 155131]",427,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.83348756, -0.17896721]), array([1.0561495 , 0.11265776]), array([ 0.83348756, -0.17896721]), array([1.0561495 , 0.11265776])]",1.1781734256361235e-09,8.043292299643588e-10,2.238655253455575e-09,0.8213550747205312,0.04136517313897575,0.8627202478595069,338,"[104, 13347, 43053]","[104, 13347, 43053]",480,42,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.39375317, 0.07445213]), array([0.04601419, 0.47470444]), array([0.39375317, 0.07445213]), array([0.04601419, 0.47470444])]",1.729850468565893e-10,7.362844342735245e-11,2.455058358066877e-10,0.26518561823187786,0.01874332205194372,0.2839289402838216,1972,"[13, 4521, 67245]","[13, 4521, 67245]",465,42,0.1,0.0030250000000000008,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([ 0.87607518, -0.10085476]), array([ 0.87607518, -0.10085476])]",2.490599905105409e-10,3.554154703853215e-12,2.5261414521439413e-10,0.7716619780118436,0.0,0.7716619780118436,2000,"[13, 22248]","[13, 22248]",460,61,0.1,0.0030250000000000008,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822256,  1.44172722])]","[array([-0.84418707,  0.60129769]), array([-0.84418707,  0.60129769])]",8.737165307332991e-07,8.727122950011115e-07,1.7464288257344106e-06,0.03196705192046313,0.0,0.03196705192046313,2000,"[104, 24628]","[104, 24628]",49,61,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.71064224, -0.16779778]), array([0.07451806, 0.10469369]), array([ 0.71064224, -0.16779778]), array([0.07451806, 0.10469369])]",1.4017459404626677e-10,8.999859861273267e-11,2.455058358066877e-10,0.45601011128181523,0.22257879111966938,0.6785889024014846,96,"[13, 4550, 4968]","[13, 4550, 4968]",485,111,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.953731  , -0.01458576]), array([-0.14503453,  0.6113858 ]), array([ 0.953731  , -0.01458576]), array([-0.14503453,  0.6113858 ])]",1.5916338554977637e-10,9.029586636523629e-11,2.455058358066877e-10,0.6406354005937589,0.16188881162132518,0.8025242122150842,463,"[13, 15686, 16650]","[13, 15686, 16650]",461,111,0.1,0.0030250000000000008,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.68951301, -0.17953154]), array([ 1.08153333, -0.07662829]), array([ 0.68951301, -0.17953154]), array([ 1.08153333, -0.07662829])]",1.867388052517145e-09,1.7500231859668806e-09,4.307719494209436e-09,0.8079104453449906,0.136472257078799,0.9443827024237895,488,"[104, 9098, 61515]","[104, 9098, 61515]",481,61,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.28391412, 0.29658361]), array([-0.32638971,  0.19602284]), array([0.28391412, 0.29658361]), array([-0.32638971,  0.19602284])]",1.9414632673101575e-09,1.4951648200753156e-09,4.051564217076133e-09,0.30952437618206435,0.23800641565323194,0.5475307918352963,380,"[104, 4977, 49295]","[104, 4977, 49295]",486,42,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822218,  1.44172767])]","[array([-0.84597326,  0.58477542]), array([-0.84597326,  0.58477542])]",1.1696862234860333e-06,1.1686819877538455e-06,2.338368211239879e-06,0.04623685893358953,0.0,0.04623685893358953,2000,"[104, 9816]","[104, 9816]",24,42,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.46669411])]","[array([0.6984476 , 0.13358448]), array([-1.13845155,  1.02566523]), array([0.6984476 , 0.13358448]), array([-1.13845155,  1.02566523])]",5.560448276407795e-10,4.732796804075804e-10,1.2247971711224268e-09,0.5112690125764903,0.00016788095337372244,0.511436893529864,227,"[13, 1562, 11267]","[13, 1562, 11267]",490,61,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001083,  0.4666941 ])]","[array([0.42224132, 0.26565626]), array([-1.12989076,  0.93372909]), array([0.42224132, 0.26565626]), array([-1.12989076,  0.93372909])]",9.995850146135564e-10,1.1036936418638392e-09,2.560150238172612e-09,0.3240151138326368,0.11248712116433525,0.43650223499697205,233,"[13, 3499, 12056]","[13, 3499, 12056]",491,111,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.35171984, -0.13975317]), array([-0.42073401,  0.25595757]), array([ 0.35171984, -0.13975317]), array([-0.42073401,  0.25595757])]",1.9419660356867943e-09,1.5556250246625353e-09,4.134330602713028e-09,0.49964590800689995,0.04505696845905832,0.5447028764659583,377,"[104, 17589, 50672]","[104, 17589, 50672]",492,42,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.19837854, 0.27010282]), array([-0.82504194,  0.6149712 ]), array([0.19837854, 0.27010282]), array([-0.82504194,  0.6149712 ])]",1.9692374546877526e-09,8.490918891424684e-10,3.0706198158957845e-09,0.018354276256833696,0.008530348133079948,0.026884624389913642,1052,"[104, 24288, 148312]","[104, 24288, 148312]",422,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([-0.08365606,  0.45635056]), array([0.16999996, 0.4128264 ]), array([-0.08365606,  0.45635056]), array([0.16999996, 0.4128264 ])]",2.39851533676622e-10,4.8625145928811835e-11,2.963761212168214e-10,0.23267957897861807,0.10553290089465095,0.338212479873269,146,"[13, 5599, 7333]","[13, 5599, 7333]",423,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822255,  1.44172723])]","[array([-0.86338982,  0.5819157 ]), array([-0.86338982,  0.5819157 ])]",8.832169652182286e-07,8.822127294860409e-07,1.7654296947042696e-06,0.05924949993190394,0.0,0.05924949993190394,2000,"[104, 10119]","[104, 10119]",32,111,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.43862037, -0.17812862]), array([ 0.97767645, -0.18882384]), array([ 0.43862037, -0.17812862]), array([ 0.97767645, -0.18882384])]",2.384549666297199e-09,1.4358250949230556e-09,4.364451041090785e-09,0.7134113064835419,0.19083340499056806,0.90424471147411,697,"[104, 8796, 89534]","[104, 8796, 89534]",482,111,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.86574887, 0.17870982]), array([0.94993419, 0.14509117]), array([0.86574887, 0.17870982]), array([0.94993419, 0.14509117])]",1.5686513169220431e-10,9.318921731415836e-11,2.455058358066877e-10,0.7076573111055193,0.044474685002209524,0.7521319961077289,125,"[13, 2322, 5396]","[13, 2322, 5396]",483,42,0.07142857142857142,0.0015433673469387754,0.2,7.6000000000000005,0.1,Scipy
