found_minima,found_saddles,minima_l2_error_mean,minima_l2_error_stdv,minima_l2_error_max,saddle_l2_error_mean,saddle_l2_error_stdv,saddle_l2_error_max,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.68624765, -0.14544186]), array([-0.41525864,  0.7223762 ]), array([ 0.68624765, -0.14544186]), array([-0.41525864,  0.7223762 ])]",1.1795197365933286e-09,1.2715007141012115e-10,1.3019086715967983e-09,0.5319487378652904,0.11355151477515468,0.6455002526404451,238,"[104, 6501, 31982]","[104, 6501, 31982]",264,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.20776186, 0.10705374]), array([-0.98409162,  0.89636176]), array([0.20776186, 0.10705374]), array([-0.98409162,  0.89636176])]",4.740880343540851e-10,4.2725528858884977e-10,1.0727687044498036e-09,0.2513354102947692,0.0653408047399222,0.3166762150346914,181,"[13, 1581, 7486]","[13, 1581, 7486]",275,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([-0.31451479,  0.41548762]), array([-0.31451479,  0.41548762])]",6.812999839538911e-10,4.357941481472034e-10,1.1170941321010945e-09,0.5410513127221398,0.0,0.5410513127221398,2000,"[13, 6772]","[13, 6772]",106,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.99614759, 0.02884841]), array([0.80213153, 0.26959936]), array([0.99614759, 0.02884841]), array([0.80213153, 0.26959936])]",8.061398732011846e-10,2.0847922807410802e-10,1.0042357321877404e-09,0.7085438832535357,0.1184352435598538,0.8269791268133895,299,"[104, 7687, 39167]","[104, 7687, 39167]",265,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.23210848, 0.30972014]), array([-0.83001128,  0.63060344]), array([0.23210848, 0.30972014]), array([-0.83001128,  0.63060344])]",2.4667319444774143e-09,1.1938712582610773e-09,3.928610938096631e-09,0.017985868532942786,0.007801188863217126,0.025787057396159913,288,"[104, 6055, 38316]","[104, 6055, 38316]",270,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.21788003, 0.29648292]), array([-0.81819714,  0.63805175]), array([0.21788003, 0.29648292]), array([-0.81819714,  0.63805175])]",2.0269180383297323e-09,7.471149853610596e-10,2.768176301583197e-09,0.01034128663200399,0.003914668037790754,0.014255954669794743,238,"[104, 5867, 32350]","[104, 5867, 32350]",276,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.27014494, -0.07375216]), array([0.91628176, 0.1937801 ]), array([ 0.27014494, -0.07375216]), array([0.91628176, 0.1937801 ])]",2.785911365485417e-09,2.5863381593505913e-09,6.4431442307588184e-09,0.5409991820910676,0.1697538856572359,0.7107530677483035,240,"[104, 5128, 31991]","[104, 5128, 31991]",266,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([-0.29228492,  0.41349549]), array([-0.29228492,  0.41349549])]",1.742616435282418e-09,1.4971105994757302e-09,3.239727034758148e-09,0.518956879105642,0.0,0.518956879105642,2000,"[13, 8314]","[13, 8314]",101,111,0.3333333333333333,0.03361111111111112,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([ 0.5179051 , -0.13415127]), array([-0.40465152,  1.83768637]), array([ 0.5179051 , -0.13415127]), array([-0.40465152,  1.83768637])]",2.0866916355369878e-10,2.6047765789459528e-11,2.455058358066877e-10,0.9041209778484327,0.3790222219612547,1.2831431998096874,163,"[13, 1097, 7631]","[13, 1097, 7631]",267,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.94429111, -0.00366932]), array([0.09895729, 0.33079823]), array([ 0.94429111, -0.00366932]), array([0.09895729, 0.33079823])]",5.053694198990821e-10,2.7491933093221e-10,8.857491027874907e-10,0.4546538370189768,0.33499395061619325,0.7896477876351701,41,"[13, 1425, 1510]","[13, 1425, 1510]",268,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.35834006, -0.1103431 ]), array([0.82144303, 0.19171936]), array([ 0.35834006, -0.1103431 ]), array([0.82144303, 0.19171936])]",1.647956549297616e-10,8.385500838395202e-11,2.455058358066877e-10,0.5231064082024605,0.09421308949937426,0.6173194977018347,103,"[13, 769, 2057]","[13, 769, 2057]",269,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.20850043, 0.03648249]), array([0.19554013, 0.32628697]), array([0.20850043, 0.03648249]), array([0.19554013, 0.32628697])]",7.021510871471192e-10,3.472121543897312e-10,1.0868091088577499e-09,0.14694982287996394,0.1095869815019437,0.2565368043819076,61,"[13, 2636, 2899]","[13, 2636, 2899]",280,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.24390392, 0.30101506]), array([-0.80665109,  0.62047628]), array([0.24390392, 0.30101506]), array([-0.80665109,  0.62047628])]",1.2919201989288984e-09,2.0342521561597276e-10,1.436743869765237e-09,0.024124564396350294,0.008301930347654812,0.03242649474400511,292,"[104, 6955, 38602]","[104, 6955, 38602]",271,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.10470149,  0.46119337]), array([-0.03718236,  0.55097786]), array([-0.10470149,  0.46119337]), array([-0.03718236,  0.55097786])]",8.410119119912109e-10,8.652051036312529e-10,2.064453446255287e-09,0.3590225584216632,5.588894449654047e-06,0.3590281473161129,37,"[13, 1935, 2098]","[13, 1935, 2098]",281,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.14697269, 0.12892456]), array([-0.8206921 ,  0.55240239]), array([0.14697269, 0.12892456]), array([-0.8206921 ,  0.55240239])]",1.514629934204648e-09,1.099465361981498e-09,3.041778072873869e-09,0.12429149974797427,0.05236916060903632,0.17666066035701058,232,"[104, 7223, 31635]","[104, 7223, 31635]",277,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002574,  0.46669797]), array([-0.55822364,  1.44172584])]","[array([0.25832731, 0.30624133]), array([-0.84628062,  0.62718104]), array([0.25832731, 0.30624133]), array([-0.84628062,  0.62718104])]",5.135966982574213e-06,7.2618681841471335e-06,1.540579945662035e-05,0.036082986923844464,0.01163508726150661,0.047718074185351074,1045,"[104, 28200, 145546]","[104, 28200, 145546]",222,42,0.2,0.012100000000000003,0.01,0.38,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.21737686, 0.31903065]), array([-0.82592433,  0.6121493 ]), array([0.21737686, 0.31903065]), array([-0.82592433,  0.6121493 ])]",1.7574420705777056e-09,9.051611495091706e-10,3.030418609930476e-09,0.019638954877948124,0.006858540215414582,0.026497495093362706,219,"[104, 6082, 30230]","[104, 6082, 30230]",282,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.2316283 , 0.31170281]), array([-0.82343134,  0.6270398 ]), array([0.2316283 , 0.31170281]), array([-0.82343134,  0.6270398 ])]",1.5258184010516012e-09,5.693366274271819e-10,2.317815846753795e-09,0.014924582387315317,0.011845498265132766,0.026770080652448083,240,"[104, 5055, 33529]","[104, 5055, 33529]",272,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.26963185, 0.24948903]), array([0.03600292, 0.30594134]), array([0.26963185, 0.24948903]), array([0.03600292, 0.30594134])]",2.351904428920134e-09,3.0284634375769735e-09,6.634608318182692e-09,0.12438799071173087,0.052570373093830496,0.17695836380556138,70,"[13, 4510, 4983]","[13, 4510, 4983]",273,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.08809469, 0.46276517]), array([0.19802442, 0.39897435]), array([0.08809469, 0.46276517]), array([0.19802442, 0.39897435])]",1.7040909895859045e-10,7.746813232686313e-11,2.455058358066877e-10,0.15871897009692196,0.051750792957315585,0.21046976305423754,44,"[13, 620, 894]","[13, 620, 894]",274,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.1374123, 0.2628841]), array([-0.80659815,  0.62750228]), array([0.1374123, 0.2628841]), array([-0.80659815,  0.62750228])]",1.4865363323926564e-09,3.47586786434521e-10,1.8099329663787548e-09,0.048307665726607094,0.03257751146205627,0.08088517718866337,248,"[104, 5652, 34252]","[104, 5652, 34252]",278,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.45377698, 0.14350084]), array([0.2462046, 0.1824887]), array([0.45377698, 0.14350084]), array([0.2462046, 0.1824887])]",3.086820449682079e-10,2.129641156436357e-10,5.952939656422863e-10,0.19968689545436671,0.0841573673519471,0.2838442628063138,167,"[13, 374, 9845]","[13, 374, 9845]",285,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05004556,  0.46670259]), array([-0.55822363,  1.44172584])]","[array([0.19098189, 0.29698772]), array([-0.78259042,  0.47158269]), array([0.19098189, 0.29698772]), array([-0.78259042,  0.47158269])]",1.1918310437314657e-05,1.6853844882596406e-05,3.575324644768261e-05,0.08980325615839123,0.06792982966059015,0.15773308581898138,1105,"[104, 28372, 163859]","[104, 28372, 163859]",216,42,0.2,0.012100000000000003,0.01,0.38,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.5582223 ,  1.44172752])]","[array([-1.13164155,  0.53800074]), array([-1.13164155,  0.53800074])]",1.0700639930809186e-06,1.069818487245112e-06,2.1398824803260306e-06,0.3214447065198372,0.0,0.3214447065198372,2000,"[13, 4883]","[13, 4883]",71,111,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.23304076, 0.27931964]), array([0.10027364, 0.12389481]), array([0.23304076, 0.27931964]), array([0.10027364, 0.12389481])]",1.3486855407318435e-09,1.5501604085238142e-09,3.5409282639178452e-09,0.113811728614562,0.08912757846457399,0.202939307079136,69,"[13, 2738, 3235]","[13, 2738, 3235]",286,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.46669411])]","[array([0.14320667, 0.16418562]), array([-1.10870768,  0.84161111]), array([0.14320667, 0.16418562]), array([-1.10870768,  0.84161111])]",2.7419808717836427e-10,8.163814539971749e-11,3.853933027405484e-10,0.25300056665427906,0.10674789614061708,0.35974846279489614,253,"[13, 2575, 12032]","[13, 2575, 12032]",279,42,0.125,0.004726562500000001,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.21735312, 0.14893515]), array([-1.09319047,  0.80214361]), array([0.21735312, 0.14893515]), array([-1.09319047,  0.80214361])]",2.5001187342873943e-10,3.17666229352729e-11,2.909747000122046e-10,0.23421515865721315,0.09007980669211502,0.32429496534932817,240,"[13, 2496, 13159]","[13, 2496, 13159]",287,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.14586867, 0.13004305]), array([-0.71835162,  0.66167903]), array([0.14586867, 0.13004305]), array([-0.71835162,  0.66167903])]",2.335702117371344e-09,1.981893503925988e-09,5.137377898189858e-09,0.14310842047316702,0.03292881647067663,0.17603723694384366,240,"[104, 7374, 33019]","[104, 7374, 33019]",283,61,0.125,0.004726562500000001,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822321,  1.44172641])]","[array([-0.46975672,  0.5055402 ]), array([-0.46975672,  0.5055402 ])]",3.550042042280059e-07,3.547586983921992e-07,7.097629026202051e-07,0.3717302179765531,0.0,0.3717302179765531,2000,"[13, 1329]","[13, 1329]",11,111,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005599,  0.466705  ]), array([-0.55822364,  1.44172584])]","[array([0.2076437 , 0.26509825]), array([-0.84597343,  0.61357806]), array([0.2076437 , 0.26509825]), array([-0.84597343,  0.61357806])]",1.5490018307800987e-05,2.1904640951022243e-05,4.6467858619459915e-05,0.027286539952974916,0.0010208722584047758,0.028307412211379692,1116,"[104, 26990, 152243]","[104, 26990, 152243]",228,42,0.2,0.012100000000000003,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.1824041, 0.2629787]), array([-0.84180325,  0.58349867]), array([0.1824041, 0.2629787]), array([-0.84180325,  0.58349867])]",2.465881627788262e-09,2.1359997259811003e-09,5.486122777008398e-09,0.04392783038215148,0.0014362577213309184,0.0453640881034824,246,"[104, 6455, 35348]","[104, 6455, 35348]",284,111,0.125,0.004726562500000001,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822351,  1.44172602])]","[array([-0.37705754,  0.38846004]), array([-0.37705754,  0.38846004])]",1.1068432935295268e-07,1.10438823517146e-07,2.2112315287009867e-07,0.5035888275096129,0.0,0.5035888275096129,2000,"[13, 1639]","[13, 1639]",41,111,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05004893,  0.46670312]), array([-0.55822364,  1.44172584])]","[array([0.20988234, 0.30129533]), array([-0.83312561,  0.61597259]), array([0.20988234, 0.30129533]), array([-0.83312561,  0.61597259])]",1.3053651281525399e-05,1.8459324508132202e-05,3.9159078353059123e-05,0.011304516044889185,0.002598856306455688,0.013903372351344872,1054,"[104, 26621, 144582]","[104, 26621, 144582]",230,111,0.2,0.012100000000000003,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002252,  0.46669712]), array([-0.55822363,  1.44172584])]","[array([-0.00385178,  0.47496688]), array([0.12583666, 0.23836542]), array([-0.00385178,  0.47496688]), array([0.12583666, 0.23836542])]",4.027651858596246e-06,5.6956512004880345e-06,1.2082519032811638e-05,0.1925642011543017,0.09013437257251153,0.28269857372681323,347,"[13, 7100, 10848]","[13, 7100, 10848]",231,42,0.2,0.012100000000000003,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500218 ,  0.46669692]), array([-0.55822363,  1.44172584])]","[array([-0.19391467,  0.38954885]), array([-0.39179594,  0.49173692]), array([-0.19391467,  0.38954885]), array([-0.39179594,  0.49173692])]",3.7761428813778874e-06,5.3399086728755725e-06,1.1327914148380066e-05,0.4339426700978515,0.016227560706815664,0.45017023080466717,447,"[13, 5769, 10351]","[13, 5769, 10351]",232,61,0.2,0.012100000000000003,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([0.19378368, 0.44452487]), array([0.19378368, 0.44452487])]",3.890840947500447e-10,1.43578258943357e-10,5.326623536934017e-10,0.1526863593331462,0.0,0.1526863593331462,2000,"[13, 3812]","[13, 3812]",77,111,0.3333333333333333,0.03361111111111112,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002708,  0.46669834]), array([-0.55822363,  1.44172584])]","[array([0.25366549, 0.36872643]), array([0.28275032, 0.35346943]), array([0.25366549, 0.36872643]), array([0.28275032, 0.35346943])]",5.600618388458845e-06,7.919593077476127e-06,1.6800614318734806e-05,0.08945891736829417,0.0032500783682874665,0.09270899573658163,442,"[13, 5231, 10781]","[13, 5231, 10781]",233,111,0.2,0.012100000000000003,0.01,0.38,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822357,  1.44172594])]","[array([-0.2866708 ,  0.48686994]), array([-0.2866708 ,  0.48686994])]",6.067408699885953e-08,6.042858116305284e-08,1.2110266816191237e-07,0.5354887259401557,0.0,0.5354887259401557,2000,"[13, 189]","[13, 189]",16,61,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822331,  1.44172629])]","[array([0.06955089, 0.05225512]), array([0.06955089, 0.05225512])]",2.781490572738716e-07,2.779035514380649e-07,5.560526087119365e-07,0.27996979664268756,0.0,0.27996979664268756,2000,"[13, 1966]","[13, 1966]",46,61,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([-0.30495806,  0.42050361]), array([-0.30495806,  0.42050361])]",1.7873886462476552e-10,6.676697118192219e-11,2.455058358066877e-10,0.5329250467307524,0.0,0.5329250467307524,2000,"[13, 8867]","[13, 8867]",107,111,0.3333333333333333,0.03361111111111112,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500388 ,  0.46670144]), array([-0.55822364,  1.44172584])]","[array([0.24337617, 0.30986553]), array([-0.84376851,  0.62280657]), array([0.24337617, 0.30986553]), array([-0.84376851,  0.62280657])]",9.643261613437177e-06,1.3635814380185196e-05,2.8927215241175865e-05,0.0285092643045666,0.0066902657135181134,0.035199530018084714,1165,"[104, 21554, 154435]","[104, 21554, 154435]",235,61,0.2,0.012100000000000003,0.01,0.38,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.9712094 , -0.01278906]), array([1.03414902, 0.09072466]), array([ 0.9712094 , -0.01278906]), array([1.03414902, 0.09072466])]",1.2386482264445648e-09,5.410346878836629e-10,1.9866205848553442e-09,0.832106699197128,0.014084622280767511,0.8461913214778954,765,"[104, 17904, 104140]","[104, 17904, 104140]",288,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001087,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.22252575, 0.3036485 ]), array([-0.82666935,  0.61632913]), array([0.22252575, 0.3036485 ]), array([-0.82666935,  0.61632913])]",1.6305691174513392e-08,2.069628559268385e-08,4.556436771111892e-08,0.011945662953140526,0.002697567113573173,0.014643230066713699,700,"[104, 19095, 97877]","[104, 19095, 97877]",295,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.56235126, -0.14084339]), array([0.95556952, 0.18216398]), array([ 0.56235126, -0.14084339]), array([0.95556952, 0.18216398])]",2.912606011274428e-09,1.521591153070827e-09,4.727866997697164e-09,0.6543152018367269,0.09698652727901363,0.7513017291157406,807,"[104, 15526, 110066]","[104, 15526, 110066]",290,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.07373935, 0.53642529]), array([-0.04079462,  0.56626851]), array([0.07373935, 0.53642529]), array([-0.04079462,  0.56626851])]",3.233662342964111e-10,1.6678103706433652e-10,5.551103081630165e-10,0.3264020613376173,0.04620151189471258,0.3726035732323299,78,"[13, 3619, 3757]","[13, 3619, 3757]",291,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.72258609, -0.13911089]), array([ 0.82079285, -0.13197024]), array([ 0.72258609, -0.13911089]), array([ 0.82079285, -0.13197024])]",1.5264633721469655e-10,8.423330082267759e-11,2.455058358066877e-10,0.7052780887872714,0.036763887311106414,0.7420419760983779,158,"[13, 4345, 5359]","[13, 4345, 5359]",292,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001083,  0.46669411])]","[array([ 0.26329407, -0.08074358]), array([-0.30478032,  1.36801222]), array([ 0.26329407, -0.08074358]), array([-0.30478032,  1.36801222])]",1.853684911918771e-09,2.1298145416574095e-09,4.863332206450373e-09,0.6415215252003439,0.2643518803334858,0.9058734055338297,565,"[13, 5752, 20906]","[13, 5752, 20906]",293,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001086,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.6741462 , -0.14293577]), array([ 0.64616532, -0.21298459]), array([ 0.6741462 , -0.14293577]), array([ 0.64616532, -0.21298459])]",1.3032924128038988e-08,1.6029763636656485e-08,3.568797068425607e-08,0.6506730109589224,0.015724648235087124,0.6663976591940095,704,"[104, 17367, 95828]","[104, 17367, 95828]",289,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.22754801, 0.31452413]), array([-0.82154632,  0.6167268 ]), array([0.22754801, 0.31452413]), array([-0.82154632,  0.6167268 ])]",1.3735503208528214e-09,7.781519302327445e-10,2.4559746733562304e-09,0.016939819779187435,0.009340167841232119,0.026279987620419554,703,"[104, 16876, 96291]","[104, 16876, 96291]",296,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.1145239 ,  0.44474685]), array([-0.22533978,  0.47854426]), array([-0.1145239 ,  0.44474685]), array([-0.22533978,  0.47854426])]",4.18347129137141e-10,2.856755005876131e-10,8.210115946255459e-10,0.4180162608594393,0.057507586091682966,0.47552384695112226,113,"[13, 5853, 6021]","[13, 5853, 6021]",297,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05007716,  0.46670993]), array([-0.55822364,  1.44172584])]","[array([0.24080129, 0.32981436]), array([-0.84934935,  0.62878322]), array([0.24080129, 0.32981436]), array([-0.84934935,  0.62878322])]",2.273364296799986e-05,3.214876981452168e-05,6.81988692532976e-05,0.03708186943010449,0.009371110160353566,0.046452979590458056,1088,"[104, 27771, 152864]","[104, 27771, 152864]",223,61,0.2,0.012100000000000003,0.01,0.38,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.23797189, 0.26305475]), array([-0.06335293,  0.34117123]), array([0.23797189, 0.26305475]), array([-0.06335293,  0.34117123])]",3.0242838581008067e-10,2.2058399259294496e-10,5.965131051050098e-10,0.15966461215056288,0.12035151454509152,0.2800161266956544,164,"[13, 5102, 6597]","[13, 5102, 6597]",298,61,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.12500226,  0.44016052]), array([0.05677647, 0.44689929]), array([-0.12500226,  0.44016052]), array([0.05677647, 0.44689929])]",8.815010140604312e-10,9.563693371235971e-10,2.2332278053547924e-09,0.29356069190501777,0.07462183277395942,0.36818252467897716,93,"[13, 2546, 2613]","[13, 2546, 2613]",299,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.18748362, 0.27219602]), array([0.14187455, 0.42489504]), array([0.18748362, 0.27219602]), array([0.14187455, 0.42489504])]",6.142625472251767e-10,4.967957668720784e-10,1.3165433230976125e-09,0.09106819297756522,0.05854946041557077,0.14961765339313599,141,"[13, 5440, 5653]","[13, 5440, 5653]",305,111,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003987,  0.46670153]), array([-0.55822363,  1.44172584])]","[array([0.15055169, 0.09790473]), array([-0.8322472 ,  0.62034568]), array([0.15055169, 0.09790473]), array([-0.8322472 ,  0.62034568])]",9.993280449674879e-06,1.413003176886819e-05,2.997616299071338e-05,0.10783298890293691,0.09684612764322877,0.20467911654616566,1058,"[104, 28306, 156658]","[104, 28306, 156658]",217,61,0.2,0.012100000000000003,0.01,0.38,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002663,  0.46669822]), array([-0.55822364,  1.44172584])]","[array([0.2161251 , 0.29399782]), array([-0.83062032,  0.61598995]), array([0.2161251 , 0.29399782]), array([-0.83062032,  0.61598995])]",5.445261599060525e-06,7.699535085432604e-06,1.63340485397126e-05,0.00787865853916422,0.004102698080083309,0.011981356619247529,1110,"[104, 23789, 146414]","[104, 23789, 146414]",229,61,0.2,0.012100000000000003,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.17740583, 0.28855598]), array([-0.8243811 ,  0.61068641]), array([0.17740583, 0.28855598]), array([-0.8243811 ,  0.61068641])]",1.142488188519857e-09,9.790030045846109e-11,1.2180484654413702e-09,0.024596125106867123,0.01076352344745838,0.0353596485543255,711,"[104, 18109, 99939]","[104, 18109, 99939]",294,42,0.125,0.004726562500000001,0.03333333333333333,1.2666666666666666,0.01,FIRE
